Year,Movie,Poster_URL,Genre,TMDb_Rating,TMDb_Vote_Count,Popularity_Score,Release_Date,Runtime_Minutes,Box_Office_USD,Director,Primary_Studio_or_Platform,Overview
2023,Saatanan raskas joulumieli,https://image.tmdb.org/t/p/w500/nSQLoDeXhM3B9btA5bMr8sghvuI.jpg,"Comedy, Music",0.0,0,0.8125,2023-12-17,25,0,Artturi Olavi Rostén,,Juggoth and Jarmageddon are the only ones who can save Christmas.
2022,The Sound of Christmas,https://image.tmdb.org/t/p/w500/1Ci8MMMIFzUlDhVWKpzlBQacMLu.jpg,"TV Movie, Drama",8.0,4,1.0331,2022-11-24,0,0,Booker T. Mattison,Megamind Media,A woman facing eviction just before Christmas who must navigate budding romantic feelings for a handsome billionaire when she takes a job nannying for his two children right before Christmas.
2022,Kudriavka's Carols,https://image.tmdb.org/t/p/w500/2eqeWPo5wPnumZ81n8l7WMxZdJ7.jpg,Music,0.0,0,1.0945,2022-12-24,25,0,Liron Dobrovolska,"MEGOGO, Кудрявка","This is a Christmas musical with eight old Christmas carols that have been collected during special search expeditions. Combined with the electronic sound of Yaroslav Tatarchenko and performed by famous Ukrainian artists, these carols have found a new life and for the first time they can be heard by the general public."
2012,Nicolas Noël : Mon histoire magique,https://image.tmdb.org/t/p/w500/p4puSti7BnNFWCkIWa028aYxnNF.jpg,"Family, Music",5.5,1,0.7835,2012-12-07,0,0,Dominique Jean,KSM GmbH,
2022,Trappin' 4 Christmas,https://image.tmdb.org/t/p/w500/7HnBtnncV4X7CQrx1yHqWpJx8UQ.jpg,Comedy,0.0,0,0.9284,2022-12-01,89,0,Lisa Maydwell,,"A sweet grandmother in Atlanta is about to lose her family home, but not if her two clever and off-the-chain grandsons have anything to say about it."
2015,The Christmas Light Killer,,"Comedy, Documentary",2.0,1,0.8032,2015-12-21,6,0,James P. Gannon,Pocket Storms,"Every night in December people in a small suburb of Philadelphia flock to a holiday light show. They drive at a snails pace through the 2 mile stretch of beautiful light displays, listening to holiday music, soaking up the Christmas spirt. But at the end of each night one man drives the stretch alone, turning off all of the lights, ending the joy day after day. This is his story."
2020,The Package,https://image.tmdb.org/t/p/w500/5i4DH8wLVF32gcrZ9NoiFfmZkCb.jpg,Romance,7.3,3,0.8421,2020-12-25,14,0,Louise Alston,PassionFlix,"Christmas week can’t get any worse for Jules Jilliland. Dumped by her boyfriend, rear-ended on the freeway, and fired from her job, she finds herself stuck in an elevator with a handsome stranger. When their packages are accidentally swapped, will it end up being a misfortunate accident that suddenly brightens her holidays?"
2017,Sorcery in the Big City,https://image.tmdb.org/t/p/w500/mErolEkTJFzqOpuxeUcGaOJPJwm.jpg,"Action, Fantasy, Animation",9.0,1,1.0471,2017-12-01,40,0,Daizen Komatsuda,"XFLAG, Sanzigen","The story is set in New York which is lit up with Christmas lights. Tokyo Metropolitan Police officer Akari Kido is directing traffic while on her international exchange training program, when a witch-like character pulls a ""Christmas Party"" prank. Just before a runaway trailer truck smashes into Akari, a mysterious girl suddenly appears and shouts, ""I'm going to protect New York and Akari!"""
1998,Dear Santa,https://image.tmdb.org/t/p/w500/aBU1a2j4uTFkJaHr02d94dzx7PC.jpg,"Family, Fantasy",4.182,11,0.9159,1998-01-01,90,0,Fred Olen Ray,,"Gordon Covington is a man who tries to make time for his family despite the demands of his job. But sometimes Covington's boss prevents him from keeping the promises he makes to his kids, and when he misses spending Christmas with the family, an elf named Randy decides to teach Gordon a lesson by turning him into someone else who has to work on Christmas -- Santa Claus."
2025,Weird Time,https://image.tmdb.org/t/p/w500/tGNOX4kBcpgSPDyOONGBykjeKWE.jpg,"Comedy, Adventure, Drama",10.0,1,1.0488,2025-11-10,2,0,Max Harris,,"A dog, Hudson, hates this time of the year.  While the leaves are blowing in the wind, and the snow begins to fall down from the sky, all of the best smells are about. Hudson however, never gets to enjoy any of them.  Stuck inside on a cold late-autumn day, Hudson desperately tries to get what he desires."
2004,Der Weihnachtshund,https://image.tmdb.org/t/p/w500/taxks42DcxYhn3KRmu8Xfbkrz7s.jpg,"TV Movie, Romance, Family, Comedy",5.071,7,0.9661,2004-12-08,90,0,Michael Keusch,"ORF, Cult Film, Cult-Filmproduktionsges.m.b.H.","Smart financial advisor Katrin is desperately looking for a way to escape Christmas in her family's lap. And that seems to be coming up soon. In the all-rounder Max, with whom she shares a pronounced aversion to the festival of love, and his dog Kurt, she finds the right companions to implement a sophisticated master plan. Unfortunately, not everything goes according to plan."
2021,The Howl of Winterland,https://image.tmdb.org/t/p/w500/jxVd0udrHMcSfDWHEaD0VDePKkC.jpg,Comedy,0.0,0,0.8143,2021-12-26,18,0,Damon Packard,,An argument while driving results in a confrontation with the spirit of christmas.
1990,'Twas the Fight Before Christmas,https://image.tmdb.org/t/p/w500/rJYs2MSRe3mEiHIZTvzfPa60Q5k.jpg,"Family, Comedy",0.0,0,0.9606,1990-12-23,27,0,Stephen Stiles,Focus on the Family Films,Nick tries to help his classmate Derrick understand the true meaning of Christmas.
2021,Who is Christmas Eve?,https://image.tmdb.org/t/p/w500/hkDgBTfuasL7N783TQy2DnBrnEo.jpg,"TV Movie, Romance, Drama",6.0,5,1.0329,2021-11-21,85,0,Christina Faith,Who Is Christmas Eve Movie,"Eve Simonswas abandoned as an infant on the steps of a church 30 years ago on Christmas Eve. Now, struggling to move forward with her life, she embarks on a search to uncover the mystery of her birth with the help of her boyfriend Chris and famed investigative genealogist Pamela Slaton."
2010,Prima Princessa presents The Nutcracker,https://image.tmdb.org/t/p/w500/7SkzNWgJleW8AuOtypoFnrj3IAr.jpg,"Music, Fantasy",2.0,1,0.8262,2010-09-07,41,0,Stephanie Troeller,"Screenplay, Inc","Become a ballerina! Prima Princessa brings you England's world famous Birmingham Royal Ballet performing excerpts from The Nutcracker that will inspire the ballerina in you! Come join in the holiday fun with Prima Princessa as she takes you to a magical show filled with snow fairies, toy soldiers, tutus, pirouettes and plies.(Amazon editorial)"
2007,Christmas in Paradise,https://image.tmdb.org/t/p/w500/5lvuaXFnJnqFtSlPPNTy1lCYYCt.jpg,"Comedy, Drama, TV Movie",5.5,11,0.9389,2007-12-14,0,0,Sheldon Larry,"Island Heat Productions, Dolphin Entertainment","While vacationing in the Caribbean for Christmas, bonds form among a man and his two children, and a woman and her two children."
2021,Limitations,https://image.tmdb.org/t/p/w500/yE5eNgLMRxeozxmMsSte4tYtTYL.jpg,"Crime, Comedy",7.0,1,0.9,2021-12-30,10,0,Phineas Larson,N/A,"When wannabe crime lord Frank is faced with the tied-up man who wronged him (Marc), he tries his absolute best to intimidate, assert his power, and--most importantly--have fun!"
1999,La Véritable Histoire du Père Noël,https://image.tmdb.org/t/p/w500/69uJfpJVZXVY0Qdko30GFRzOVL.jpg,"Animation, Family, Fantasy",0.0,0,0.8404,1999-01-01,49,0,Smahane El-Hab,"Ben-J Productions, Too Cute, RG Prince Films",
2003,Noël Noël,https://image.tmdb.org/t/p/w500/rJryp31ZxTKBFMqQyylO9O1zKJ3.jpg,"Animation, Family",6.7,3,0.9294,2003-12-13,22,0,Nicola Lemay,"ONF | NFB, Teletoon Canada Inc., Teletoon","Billionaire businessman Noel Noel is long on cash but short on social graces; so when he finds himself falling for the fairy Beatrice, he mistakenly thinks he can buy her love with material gifts. It takes a little girl named Zooey, her dog Snooze, and a blue-eyed reindeer to help Noel Noel learn the true meaning of love in this animated Christmas fable that features narration by Leslie Nielson (AIRPLANE, NAKED GUN) and music by French-Canadian songstress Ariane Moffatt."
2011,"Filho de Deus, Menino Meu no Theatro Via Sul",https://image.tmdb.org/t/p/w500/rVPCPX4XoolQLm35dg3FhYdc8yf.jpg,"Comedy, Family, Drama, Fantasy, Music",0.0,0,0.8508,2011-12-02,74,0,Wilde Fábio,Comunidade Católica Shalom,"Live performance of the musical based on the book “Filho de Deus, Menino Meu” presented in 2010 at Theatro Via Sul in Fortaleza. The story of the birth of Jesus told in the middle of the backlands of northeastern Brazil by a troupe of mambembes artists, mixing various artistic elements with faith to reveal the depth of Christmas and the ""Yes"" of Mary and Joseph."
2013,The Naughty List,https://image.tmdb.org/t/p/w500/sEbu0n9KTigQjcgrPBIO6UQFEqt.jpg,"Family, Animation, Comedy, Adventure",8.429,21,1.1536,2013-12-10,46,0,Gordon Crum,"Arc Entertainment, Raindance Entertainment, Kickstart Entertainment",After two young elves give Santa and the North Pole food poisoning they must redeem their Naughty List status by finding a way to save Christmas.
2023,What the Elf?!,,Comedy,2.0,1,0.819,2023-06-10,13,0,Tate Hanyok,,"When a B-list actress gets canned from her network show, she takes the only other job she's qualified for: a Christmas Elf at the mall."
2023,A Perfect Christmas Pairing,https://image.tmdb.org/t/p/w500/7paSHHxp47Tm3LUhGXY66Twb4lf.jpg,"TV Movie, Romance, Comedy",5.8,10,0.9815,2023-11-01,90,0,Dave Thomas,"Nicely Entertainment, RNR Media","Winter sets in as top chef Grace Cooke, at the helm of a high-end restaurant, rakes in rave reviews due to her gastro-scientific approach to cuisine. She’s close to a Michelin star when a bad review from a top critic rocks her world. With her boss’ blessing, she takes time off to see her family at their winery B&B over Christmas. There, she connects with worldly travel writer Asher St. James, and sparks fly with family traditions as Asher helps her reconnect with her roots."
1990,Story of the Christmas Toys,https://image.tmdb.org/t/p/w500/t7KS4tTIDrkosC6hZpl4AU7rOFm.jpg,"Animation, Family",0.0,0,0.9332,1990-12-24,22,0,Lee Hartman,Leeway Sound,"One Christmas Eve, Santa makes a big mistake. He leaves a little girl's doll and stuffed cat at the house of the little boy down the street, and the boy's soldiers at the girl's house. The toys come to life and sort it all out, but not before getting into a little mischief. Narrated by Mel Torme, famous singer of The Christmas Song -""Chestnuts roasting by an open fire..."""
2020,The Forgotten Carols,https://image.tmdb.org/t/p/w500/qFP3aXN5vlQsdfUI13RNkEe58WG.jpg,Family,10.0,1,0.7813,2020-11-20,126,0,Christy Summerhays,TKW Productions,"""Miracles really do happen at Christmas"" says Uncle John to his nurse, Connie Lou. A statement that fills her soul with the hope of Christmas as she hears the ""forgotten"" carols from this strange, wonderful man. Michael McLean's beloved international stage phenomenon, The Forgotten Carols, leaps from the stage to the silver screen this Holiday season. Long time fans and first-time audiences alike will laugh, cry and find the true meaning and spirit of Christmas as they experience this never-before-seen edition of McLean's holiday classic. Audiences will be spellbound as Uncle John recounts the story of Christ's birth as told by lesser-known characters from the Nativity through story and song. The Innkeeper, the Shepherd and others help Connie Lou discover what the world has forgotten about Christmas, ultimately opening her heart to the Joy of this special season."
2024,Mary Makes Christmas,https://image.tmdb.org/t/p/w500/cvHxbX7VPWAx039kTie2F53Z9AF.jpg,Family,4.0,1,0.8424,2024-12-18,58,0,Sarah Myland,DSP,"Dame Mary Berry is joined by Amanda Holden, Oti Mabuse and Nick Grimshaw in a beautifully festive coastal setting to create delicious gifts for family and friends this Christmas."
2019,Evergreen,https://image.tmdb.org/t/p/w500/o2bVXkTTQagGZ9YVUt4FbZJKF6K.jpg,Drama,7.3,3,1.245,2019-04-13,96,0,Joe Duca,The Daffy,"Over a romantic Christmas weekend, a young couple retreats to a Colorado cabin, where their relationship is tested by haunted pasts, the sobering present and Holiday cheer."
1998,Ein rettender Engel,https://image.tmdb.org/t/p/w500/dnk4rgQDjduWIxgnLW5aynLMctb.jpg,"Comedy, Family",0.0,0,0.7133,1998-12-22,0,0,Thomas Jacob,ARD,
2016,Woojoo's Christmas,https://image.tmdb.org/t/p/w500/2DFWNRX2P6tj7FAEkJpSc7ybzqD.jpg,"Fantasy, Drama",5.0,1,0.8091,2016-10-13,107,0,Kim Kyung-hyung,"Indieplug, ANDu Entertainment",The movie tells a story of whimsical and beautiful experiences that a woman goes through after she has changed an antique store into a café for her business.
1992,Kenny Rogers: Keep Christmas With You,https://image.tmdb.org/t/p/w500/5cgp4nIBYpbstHItnasey4Z3ots.jpg,"Music, TV Movie",0.0,0,0.9831,1992-12-18,46,0,,,"Enjoy this special time of year and relive the fond memories of Christmas with your favorite carols and songs of yesteryear. Join country crooner Kenny Rogers and special guests Trisha Yearwood, Garth Brooks, and Boyz II Men for a heartwarming holiday special that combines live concert footage, filmed at the Grand Palace Theater in Branson, Missouri."
1986,Christmas Every Day,https://image.tmdb.org/t/p/w500/Rr0St25bCCNzyJ5YYi1SRaJcxf.jpg,"Animation, Family, Fantasy, Comedy",0.0,0,0.998,1986-12-01,22,0,Ed Newmann,"CBS Studios, Orkin-Flaum Productions","When little Lucy wishes it were Christmas every day, ""forever and ever"", her dad tells the cautionary tale of her grandmother Tilly, who, as a little girl, made the very same wish, and the dire consequences that occurred after her wish was granted."
2000,Love Hina Christmas Special: Silent Eve,https://image.tmdb.org/t/p/w500/6cNhwxu2MkKYPcfY5osTe3bwsb9.jpg,"Animation, Comedy, Romance",5.786,28,0.8927,2000-12-24,46,0,Yoshiaki Iwasaki,"TV Tokyo, XEBEC","As another round of preliminary tests approach for Keitarō, so does Christmas. And as the first Christmas of the millennium, there is a rumor that if one confesses his love on this special eve it will come true. Keitarō has decided what he needs to do on this Christmas eve. But being a retaker, can he afford taking attention away from the tests on the same day?"
2023,Le dernier Noël,https://image.tmdb.org/t/p/w500/sET8QZG04CPnE5WohgyU86WhLeQ.jpg,"Drama, Action",0.0,0,0.7718,2023-12-12,0,1,Lucas Morrissette-Garcia,,
2019,Inside Aldi at Christmas,https://image.tmdb.org/t/p/w500/nqAAZnIfxSVm9Afy521BAMpzoks.jpg,Documentary,0.0,0,0.8435,2019-12-11,46,0,Gillian Bancroft,VIS,"Learn how the budget supermarket conquered Christmas in Britain and what random delights are on offer in the famous and festive middle aisle, as one family sees how many gifts they can get for £100."
2012,"Weihnachten … ohne mich, mein Schatz!",https://image.tmdb.org/t/p/w500/bRnJzMZ5s5M04Y1fxkCDaVT8HWY.jpg,"TV Movie, Comedy",5.8,5,1.1386,2012-12-07,90,0,Dennis Satin,ARD,"When Ruprecht forgets his wife Johanna at the taxi stand and shows no regrets, the well-off architect's wife tries the uprising after 30 years of marriage. Although Christmas is just around the corner, she quickly moves into the apartment of the young taxi driver Ellie, whom she has just met. When it comes to protecting Ellie's home from illegal demolition, Johanna rediscovers her legal talent. But they are fighting strong opponents: an influential real estate speculator and her willing architects - Ruprecht of all people."
2023,Aging Out,https://image.tmdb.org/t/p/w500/edpwTbjqO4X71Ztx6relJnxEXnE.jpg,"Romance, Comedy",3.7,3,0.768,2023-10-17,43,0,Breanne Williamson,"Awkward Alien Productions, Feed the People Films","Just months before Jenn's 30th birthday she is dumped by her long term girlfriend, Frankie. With the help of a surprise house guest, Jenn sets off on a mission to get Frankie back."
2022,The Christmas Clapback,https://image.tmdb.org/t/p/w500/gvVoGEQQV1dm316j6Ot9e9EbB63.jpg,"Comedy, Romance, Drama",8.5,2,0.9831,2022-11-24,79,0,Robin Givens,"Deep Blue Productions I, Stargazer Films, BET+","​Every year the three Miles sisters, Jasmine, Kira, and Tisha, battle each other for a chance to win the neighborhood Christmas Church Cook-Off competition. But when Aaliyah, the vivacious Social Media Influencer, enters the competition, the sisters must choose to rise together, or fall divided."
2018,Coins for Christmas,https://image.tmdb.org/t/p/w500/xaiI0BVvuXtYKbLctLokbZ7IxUW.jpg,"Comedy, Drama, TV Movie",5.5,8,1.1137,2018-12-16,90,0,Jamal Hill,,"Single mom Madison finds herself scraping pennies together two weeks before Christmas after the IRS freezes her bank account, her ex fails to come through with any help and her boss fires her. Desperate to pay bills and buy gifts for her teenage children, Madison jumps into the ever-popular ""gig economy."" That's when she meets and eventually gets hired by obnoxious, sidelined former pro football player Alec Darby, also secretly on the verge of going broke. This odd couple butts heads time and time again, but they eventually forge a friendship. And, to their surprise, they learn a lot about themselves and teach one another how to be better people."
2020,Let's Meet Again on Christmas Eve,https://image.tmdb.org/t/p/w500/pk4EOaHRGRBRG3r66MYg6UPNBZ2.jpg,"Romance, TV Movie",5.962,13,1.0277,2020-12-05,80,0,Jeff Beesley,"Julijette, Brad Krevoy Television, Motion Picture Corporation of America",Two college sweethearts reconnect while coordinating a wedding just in time for the holidays.
2025,A Warwick Castle Christmas,https://image.tmdb.org/t/p/w500/9soXC1qEErPjjUE5okFOMPvs11T.jpg,Documentary,0.0,0,0.811,2025-12-07,47,0,John Shackleton,Bowled Over Media,"The staff at Warwick Castle prepare for Christmas in this festive special voiced by Mel Giedroyc - there is seasonal cheer when it snows, but the cheer isn't shared by everyone..."
2009,Spike,https://image.tmdb.org/t/p/w500/6bkuYorpeQ3R9kC6NJlAxtAUjsJ.jpg,"Action, Animation, Family, TV Movie",4.3,3,0.8691,2009-10-07,71,0,Eric Tosti,"TAT Productions, Région Midi-Pyrénées","Festive children's animation following the adventures of a young elf who graduates to Santa's workshop. Unfortunately, as hard as Spike tries, he struggles to adapt to life in the workshop and cause no end of trouble. From the award winning producer of Jungle Bunch, Spike is the amazing story of how a little elf save Christmas."
1995,A Norman Rockwell Christmas Story,https://image.tmdb.org/t/p/w500/1bd7tZavj8P30hg6NtArx1CNSAk.jpg,"Drama, Family",5.8,4,0.8145,1995-12-21,52,0,Michael Spence,,"Take a festive journey inside the artist’s iconic painting. A grouchy old man meets an unhappy young boy, and their lives are forever changed."
2016,Christmas Ranch,https://image.tmdb.org/t/p/w500/qgeLmQ7O1I1gWBH6w7N7NxHANGI.jpg,"Drama, Family",4.8,9,0.9616,2016-12-20,82,0,Douglas B. Maddox,,A rebellious girl is sent to stay on her grandmother's horse ranch for Christmas. She falls into friendship with her grandmother's pony and becomes determined to help save the ranch from foreclosure.
2011,Prep & Landing: Tiny's Big Adventure,https://image.tmdb.org/t/p/w500/6dDOW2slTxU7Lz163w4YV4HGriO.jpg,"Animation, Family",6.941,17,0.9556,2011-11-22,1,0,Stevie Wermers-Skelton,"Walt Disney Pictures, Walt Disney Animation Studios","Tiny's Big Adventure is a two-minute computer animated short that debuted on Disney.com. The short features Magee's assistant, Tiny, trying to make a pot of coffee and in the process, accidentally ruins the elves' break room."
2022,Jingle Bell Rock: Mean Girls Gets Animated,https://image.tmdb.org/t/p/w500/5ekIAjwCsJQjjvBKc6fhPeSLzDp.jpg,"Animation, Comedy, Fantasy",10.0,1,0.9697,2022-12-14,3,0,Hoss Wheeler,"Apus Pictures, Cartuna",The iconic “Jingle Bell Rock” scene from Mean Girls was transformed into an animated music video. Cady and the plastics bust out the moves in this holiday special with grooves by Safari Riot. Don't miss this short film filled with holiday cheer and Mean Girls easter eggs. So FETCH!
2024,Mr. Santa: A Christmas Extravaganza,https://image.tmdb.org/t/p/w500/uk8rnqiic7BuD8js3HoeP11i5kP.jpg,Family,1.3,3,0.9696,2024-12-06,98,0,Noel Calloway,"Ten Media Films, Ascension Entertainment Company","Three music-loving teens clash with the popular kids as the Christmas show nears—until a surprise substitute teacher, Santa Claus, arrives to save the day in this festive, feel-good adventure!"
2023,Christmess,https://image.tmdb.org/t/p/w500/a7Bz9EfAMLnWWx4QaICnjxP5ydo.jpg,"Comedy, Drama",6.0,2,0.9886,2023-11-01,99,22228,Heath Davis,"Bonsai Films, Crashhouse Productions (AU)","A once famous actor now performs as Santa Claus in a mall due to his alcoholism. After accidentally meeting his estranged daughter, he seeks help in order to win his daughter's forgiveness."
2023,Improvvisamente a Natale mi sposo,https://image.tmdb.org/t/p/w500/jKCWln6xZTdCpwV6dwjxT7lc6WN.jpg,Comedy,5.405,37,1.0379,2023-12-06,105,0,Francesco Patierno,Notorious Pictures,
2025,THE SANTAPHOBES and their flatmate,https://image.tmdb.org/t/p/w500/ngsj9e2cM5uNy2Z0s1Ysr2oHbKW.jpg,"Comedy, Family, Drama",0.0,0,0.7509,2025-12-18,5,0,Tsz Yui Fung (BrianYui),OKey Donkey Productions,Two flatmates are preparing to commence a Christmas revolution like no other! Are you ready?
2016,CBeebies Presents: The Nutcracker,https://image.tmdb.org/t/p/w500/iNY3qyZGhTlNwQ1stp9eTguUgiH.jpg,"Family, Music, Fantasy, TV Movie",8.0,1,0.9874,2016-12-01,44,0,Jon Spooner,CBeebies,"Two children have a magical Christmas Eve adventure as they travel to the Land of Sweets and witness their toys coming to life!  Staged at The Crucible Theatre, Sheffield, with a cast packed full of CBeebies stars, this production is a festive treat for the whole family."
1987,The Magic Snowman,https://image.tmdb.org/t/p/w500/tqxjjUAjBMbANw9GqQdvxd05ahJ.jpg,"Family, Fantasy",6.4,5,0.9253,1987-12-04,85,0,Stanko Crnobrnja,"TRZ Ton i film, Pavlina Ltd.",The story of a snowman that talks to the boy who built him and helps his family when a fishing drought threatens their livelihood...
1996,The Elf,https://image.tmdb.org/t/p/w500/vO9Ydpw7tzMHmNQYOlfZzde2uaJ.jpg,Drama,0.0,0,0.9182,1996-01-01,23,0,Debbie McGee,Elf Films,"In this Christmas drama, a boy and his family discover he is an elf."
2026,Season's Greetings,https://image.tmdb.org/t/p/w500/3W6fCyCa5hDMVy5Q55aEkJQRzeo.jpg,"Drama, Romance",0.0,0,0.7842,2026-02-14,9,0,Charlene de la Cruz,Lady Ape Pictures,"At a Christmas party, a girl seeks closure from her ex, only to get answers she doesn’t want."
2000,Pichu & Pikachu's Winter Vacation 2001,https://image.tmdb.org/t/p/w500/l3A8bYKhRL6Vc6I0ZoPmsbr3BKF.jpg,"Animation, Adventure, Family",6.75,4,1.0289,2000-12-22,39,0,Kunihiko Yuyama,"OLM, Shogakukan Production, Shogakukan","On the day before Christmas, Pikachu and its Pokémon friends are playing in a snowy town. But their snowball bowling game goes awry, and Totodile's snowball knocks a passing Delibird out of the sky! Delibird crashes down onto Meowth and Wobbuffet, who were out for an innocent stroll, but a wild Skarmory is annoyed at the racket and sends them all blasting off. Delibird has another bumpy landing, and now it's in a panic because it's lost all the presents that were in its sack. If they're not found by midnight, they won't be delivered for Christmas! Fortunately, Pikachu and its friends will help Delibird find all the presents."
2021,Secret Santa,https://image.tmdb.org/t/p/w500/u3GWAUV7f7nVGQ5OGWiQ5IkdtWV.jpg,"TV Movie, Comedy, Drama, Romance",6.0,4,0.861,2021-12-01,0,0,Lane Shefter Bishop,"Breakthrough Entertainment, Vast Entertainment, 5’7 Films","An advertising executive is desperate to create a heartfelt holiday ad for her biggest client. But when the owner of the charity discovers her real motives, she risks losing him—the one person who finally taught her to love Christmas again."
2026,Love Reins at Christmas,,Romance,0.0,0,0.9322,2026-09-08,85,0,Jose Montesinos,,"A widowed mother, Grace Guidry, is struggling to keep her family farm running. Throughout the holiday season, she must navigate the immense challenges of farm life and the complexities of finding hope and love again."
2014,Steal Your Way to Christmas,https://image.tmdb.org/t/p/w500/eSxmEM0TYZ7d00kJXSVWtBOr0OQ.jpg,"Comedy, TV Movie, Romance, Crime",5.8,8,0.767,2014-11-28,90,0,Sven Bohse,"SWR, TELLUX-Film, ARD Degeto","The trickster Katharina is in a bind. After relieving a heavy Russian about a suitcase of money, her stooge is on his tail. Forced her immersed in a sleepy town in the Eifel. Having lost the suitcase while fleeing, Katharina urgently needs to raise new loot before she meets her partner Rocko again. In the sympathetic Matthias, she senses a slight sacrifice - but unfortunately his small bed manufactory is on the brink of ruin."
1997,The Elf Who Didn't Believe,https://image.tmdb.org/t/p/w500/urmN4BHYLLGWP89U3SFfEbhG6x2.jpg,"Comedy, Family",4.667,3,0.9273,1997-01-02,90,0,Rodney McDonald,Royal Oaks Entertainment Inc.,"Elmer, an elf child, steals Santa's sleigh and goes out to the real world, pretending to be a real boy."
2013,Il Natale della mamma imperfetta,https://image.tmdb.org/t/p/w500/3UQeNAOn2Y7U40Vy9PL6aWOcBIO.jpg,Comedy,4.9,6,1.0037,2013-12-01,0,0,Ivan Cotroneo,"Indigo Film, RAI",
2021,A Year From Now,https://image.tmdb.org/t/p/w500/z8nBz9KYvs0YJLw9kR2y8oAtOlj.jpg,"Fantasy, Comedy, TV Movie",5.0,1,0.8585,2021-11-19,84,0,Ricky Kennedy,"Pineywood Pictures, SFA Films",Veronica experiences seven years of her future over the course of one week.
1992,The Winans' Real Meaning Of Christmas,https://image.tmdb.org/t/p/w500/5NM0uxSodujAZVMVUDwd1U8ps7K.jpg,"Family, Music, TV Movie",0.0,0,0.9286,1992-12-20,120,0,,,"The Winans’ Real Meaning of Christmas is a joyful, music‑filled holiday special featuring the legendary gospel family, The Winans, as they celebrate the heart of the Christmas season through song, comedy, and guest performances. Blending soulful gospel harmonies with warm holiday storytelling, the special highlights the group’s signature message: pointing viewers back to the true meaning of Christmas."
2021,A Match Made at Christmas,https://image.tmdb.org/t/p/w500/nkXe3AB33MNtdxBh6BFjNoEDdqI.jpg,"Romance, Comedy, Family",4.692,13,0.835,2021-11-01,114,0,Annie Poling Swet,Abundant House Films,"Romantic, small-town girl Holly and realistic, career-driven Chris aren't a likely pair, but when 'matched' together by Holly's all-knowing great-aunt, they don't seem to have much of a choice."
1997,Unmarried Couples: A Comedy That Will Break You Up,https://image.tmdb.org/t/p/w500/hlJlp7MZBTnIJzc3ZuHoxLAnGeP.jpg,"Comedy, Romance, Drama",5.7,21,1.1842,1997-10-29,90,0,Peter Dalle,"Cinema Art, SVT Drama, Zip-Zap Produktion",Marie and David are always arguing while their friends Sara and Samuel always seem to be happy together. Or are they? This year they decide to spend Christmas in the mountains together.
1994,Friendly Monsters: A Monster Christmas,https://image.tmdb.org/t/p/w500/20YWf8MvNd0pUIwXKCDloqaRMTQ.jpg,"Animation, Family",0.0,0,0.865,1994-01-01,26,0,Vincent James,"Fat City Films, Carrington Productions International, Universal Pictures UK","On Christmas Eve, Santa is accidentally knocked off his sleigh and arrives unexpectedly in Tom's fireplace. Dizzy and confused, Santa is unable to deliver any presents, so Tom and his monster pals step in to help."
2022,Rolling Into Christmas,https://image.tmdb.org/t/p/w500/poiAQ7B9934kURK7dLt7UtMEqIT.jpg,"TV Movie, Comedy, Romance",4.3,3,0.7971,2022-12-01,90,0,Trey Haley,Swirl Films,"Two Childhood sweethearts who shared a passion for roller skating are reunited 15 years later during the holidays, forcing them to question their love and life choices."
2022,Country Roads Christmas,https://image.tmdb.org/t/p/w500/kn803pQrlG5U5aPhm1e4xbnyznJ.jpg,"TV Movie, Comedy, Drama, Romance",6.0,3,1.1874,2022-11-27,90,0,Marco Deufemia,INSP Films,The daughter of a country singer finds forgiveness and love when she loses her job at a record label and is urged to reunite with her famous father as his road manager.
2023,Eerste Hulp Bij Kerst,https://image.tmdb.org/t/p/w500/pPFEjBWTIU2lu62Y1nhHqTw6Lm6.jpg,"Drama, Comedy, Mystery",4.8,5,0.8987,2023-12-06,0,0,Will Koopman,Videoland,"Christmas Eve. Finally, a few days off after the busiest time of the year. For a while, everything revolves around cozy gatherings by the Christmas tree, enjoying a lavish Christmas dinner, unwrapping presents, and eating Christmas cookies. But not for everyone; for the emergency room staff, work never stops. The hospital doesn't have a pause button to relax. On Christmas Eve, the night shift has only just begun for Lily, Ben, Yannick, and Shanti. Even though they're certainly not there for fun, the world outside the hospital walls has little to offer. They've all fled Christmas Eve. To prevent worse from happening."
2012,Saint Street,https://image.tmdb.org/t/p/w500/ppm2esOQZEcE4RXLrNIXOi5y6Dl.jpg,Drama,5.0,1,0.8711,2012-01-01,77,0,Rob Diamond,Rob Diamond Films,"Saint Street is a classic American Christmas tale for the entire family. The story follows Percy who is a good man, but has found himself caught up in the riches of the world and is neglecting his most prized possession – his family. Christmas Eve has arrived and Percy is still hard at work late into the night, once again breaking his promises to his wife and kids that he would leave early so that they could drive to their traditional family Christmas party. After being warned time and again to change his ways from a heavenly being from beyond, Percy is about to experience some grave consequences for his actions. In a series of tragic events, Percy faces humble circumstances after losing everything in a car accident – his family, job and home. Paralyzed from the waist down and confined to a wheelchair, he is forced to be homeless and live in the gritty world of misfits on Saint Street."
